,address,store,buy,swap,share,referral,total
4706,0x17bc273c23241e4bd38bd0a68b249ffd3b68a671,0,0,0,0,0,0
4707,0x29b22b417f0a12deb43eb7901044d6395ea00c93,1,1,1,1,0,4
4708,0x27c7fa7a8761dd4c478b39b394786b61b16a1913,0,0,0,0,0,0
4709,0x3a9f282e4c1e333cea926c508c4d3191b9284cff,1,1,1,1,0,4
4710,0x15aeac829258d15fe5a9148ef21aaaf2e7ddc619,1,1,0,1,0,3
4711,0x0074e292c95b5948f5f09e4697697519d8cc371d,1,1,1,1,0,4
4712,0xd2af78d431980cee17c2ae0abe45707b2e714c77,0,0,0,0,0,0
4713,0xc4f36fedd0099098969e79fea9a0b9acc237687a,1,0,1,0,0,2
4714,0x519bb46f91f590f86ea13eb3eccac6759b859764,0,0,0,0,0,0
4715,0xd783138437bb440e4b66ed501c2438d86c0cb2e6,0,0,0,0,0,0
4716,0xb3c5862812d2c999682bcc794f286507f08fe18c,1,1,1,1,0,4
4717,0xe5795e75afbdd16807f8df33225361dcf122f2cf,0,0,0,0,0,0
4718,0x296b3b777b2b4bfe9651e8195f5d11868df923d2,1,1,1,1,0,4
4719,0x6fbf9760c160197a12ea415e9d2446d4332d0ef2,1,1,1,0,0,3
4720,0x5555c5c38e777a0acaa8beaee384c066af62734a,0,0,0,0,0,0
4721,0xf6bacfa5bb84429aeddacf6860f69274e3c11832,1,1,1,1,0,4
4722,0x343614185d62fb926aea14132f40c3acb19b380b,0,0,0,0,0,0
4723,0x538dc95b1c3d2f29b9bc5277362189b22505392a,1,1,1,1,0,4
4724,0x77de66ea305f15e0df5d331856c6797b529d0d8f,0,0,0,0,0,0
4725,0xf6fceab0a3a3f71c5ac1d2b996559d27f6461707,1,1,1,0,0,3
4726,0x68a99723d7d013d467f4251a4527f971fa7b1fd9,1,1,1,0,0,3
4727,0x28876525bc35491944ad513409b32585580a2709,1,0,1,1,0,3
4728,0x41f15ed2e2bafe798fafc7e446c0431b7e4ba956,1,1,1,0,0,3
4729,0x621aeaed5974cccdbe62251f21a010eba6451202,0,0,0,0,0,0
4730,0x7f2e196d040910572607aa5f0999d948b3e906cd,1,1,1,1,0,4
4731,0xeD06099A3EE7362dc8b4785aa7c1b27F2573D074,0,0,0,0,0,0
4732,0xa256f2773cfa81eff6f7daa2da8896ef23c3ce1e,1,1,1,0,0,3
4733,0x4e03b1a9842306a44cc212e80bd3e881138bb96e,1,0,1,1,0,3
4734,0x69edf0890aec0cdc5dae1cd751f5002b93782479,1,1,1,1,0,4
4735,0xb78deb8decebfa1fbaf440e5593009f97a018056,1,1,1,0,0,3
4736,0xe5d4c036bed227cc3a421604e12fe84b555a853f,1,1,1,0,0,3
4737,0xd0fce2aa66cc2492144502e50650a9b80d1d11b9,1,1,1,1,0,4
4738,0x8243D5251E2De86f584b48E776CC737059A8298E,0,0,0,0,0,0
4739,0x0c11a7664680a527dcddffb8834c860b7431a6d9,1,0,1,1,0,3
4740,0x99c3459ba3f2af8788f8ce88890f7e43b2a5bb5d,1,1,1,0,0,3
4741,0xdab51bd7e8490cf87e239cf89f4b2e93b3c5a5ab,0,0,0,0,0,0
4742,0x343be6ff555ffa6a1526786d21d3bc42aea58503,1,0,1,0,0,2
4743,0xdc623498f0b7a50d3065aa34fc8675fa78e7a3da,0,0,0,0,0,0
4744,0x8d6df997b81511ea2442cddd7f8f47482a3729d8,1,1,1,0,0,3
4745,0x914a5f392d283198a8beb62690911ec32121a3f4,1,1,1,0,0,3
4746,0x5b6a20a66e81bed58221067972470425bc3364be,1,1,1,1,0,4
4747,0xf5b40ad6147cb82973f43643f1fd82d5a53415e9,0,0,0,0,0,0
4748,0xb83fa260db61d6a34dbc776042351b4f407a241f,0,0,0,1,0,1
4749,0xbe58498f773264bc924dbbf3bfac0d6fe2613b24,1,1,1,1,0,4
4750,0xcb40c74e05ad97c83d4f8a10726ba8f47668f5f6,1,0,1,1,0,3
4751,0x5fab600dfb6797a3f292365c26e80f2576ad8bf8,1,0,1,1,0,3
4752,0xc8f9f4c5213f9635ff22910dc17a5b3d921e96ae,1,1,1,0,0,3
4753,0xeb8298f5c1b39131f561310351ee76f6a9c20c76,1,1,1,1,0,4
4754,0x0172e378a7430f6be6fa57d921ca642a2dd2a67c,1,1,1,0,0,3
4755,0x866fe1d39279fcabbc0a13baef0fb3ddbcbdb837,1,1,1,1,0,4
4756,0x85f0f4ab682a907b5ec0be040e9d63b817e2d517,1,1,1,0,0,3
4757,0xa445be19194ef016e35da7a80089c81314b31b90,1,1,1,1,0,4
4758,0x10847d5df13b5d78cf6d59430461281639d49a08,1,1,0,0,0,2
4759,0x99655e47072ae832ab5ca3d680d6dca8c32fae85,1,1,1,1,0,4
4760,0xf54a72e689ed4eb0a431f1b1547d1bf6fb66dd0b,1,1,1,1,0,4
4761,0x0cdefd56a92f8ac8b89a133b2824bfb0bb2865f9,0,0,1,1,0,2
4762,0xa5d09a1a826e4a156aef843b7bf8d696447c3c61,1,1,1,1,0,4
4763,0xd85d718095796e5d1ae52c91ba64275558d0693a,0,0,0,0,0,0
4764,0x6566182688552682bf0ff55110bca924dea5f736,1,1,1,1,0,4
4765,0x33ea3157cd26a3f34d6dfed4b88031d27cc0bce8,1,1,1,0,0,3
4766,0x2f20dbef7cbd674a94c81cc805f1aedc8a3c613f,1,1,1,0,0,3
4767,0xa6cfd77af5f83654e554486db373f8ce84b2e825,1,1,1,0,0,3
4768,0xe4127c85ef5eb250d79764e2727275cbf90c927e,1,1,1,1,0,4
4769,0xeca3b3a86664e87b4d85f09d67603c90a71fee2c,1,1,1,1,0,4
4770,0xc2d80891c4faab0c9adec1f5f433819c3a13d592,1,0,1,1,0,3
4771,0xb4d00bf65ad1a3c3897e755a36d3be7fe408a519,1,1,1,0,0,3
4772,0x917f3fe78992484bc13c23b4ccb7274e22aa058c,1,1,1,0,0,3
4773,0xbb9245ae77a5d1ab74597303af2c99d9a236f06c,1,1,1,1,0,4
4774,0x11a9ab8899cb5ff149f1dbe522e310e5346be922,0,0,0,0,0,0
4775,0x6d8b18ab21cd5ab00a69aaee5c58363f58704a29,1,0,1,1,0,3
4776,0x1deaf5e80b6c8da6fdd2a09ecafd1f9ed7d02ae4,1,0,1,1,0,3
4777,0x958046044d4ac5730637a0bab8384b8fd04fdab3,0,0,1,0,0,1
4778,0x97e1c0d2055121dc5ca54151968e56d1ac56306c,1,0,1,1,0,3
4779,0xf78ae8da30d7c595cedf33eee6a18a3d56438781,1,1,1,1,0,4
4780,0x24b9a0a04b9d3620bcf3ee96b30adcbec7ab91bb,0,0,0,1,0,1
4781,0xe153be77ba8f3e1f24402835eed32367d3615c47,1,0,0,0,0,1
4782,0x0ae0f9c75815e060986137502a13119c9309af50,1,1,1,0,0,3
4783,0xec81e996c2dda634a776425ef94a7d1cfc0f94c8,1,1,1,1,0,4
4784,0x4af0e6870c0bbe745a4dba5d47835706317f9713,1,1,1,1,0,4
4785,0x7b3d650c861b13bf0b2fe5f773ee9eca965f3656,1,1,1,0,0,3
4786,0xcb2e741f7fd882c2484c97309a91bed6fb636b91,1,1,1,1,0,4
4787,0xbfb79261634f83d972007fa48d584b0892c069c6,1,0,1,1,0,3
4788,0x28b7b5d4ec8863332a1eadc2749a78aad97b5631,1,0,1,0,0,2
4789,0x4daa881029423ebea115d90e5c6f67277ac1a3fd,1,1,1,0,0,3
4790,0x641e6332acb4a99b7e39c916cf85dbe232228a8c,1,0,1,0,0,2
4791,0x7c0b97f5173236e3b83361dc804396b81f47efee,1,1,1,1,0,4
4792,0xc2ba85f3ccf727a54cd1bab142bd10bfc16b6335,1,1,1,1,0,4
4793,0xfac371137183b639a6cec26bc29c6f5777d97f2d,1,1,1,1,0,4
4794,0xf18e0b307a4e7dcbb524c7229938e99ec42b3514,1,1,1,1,0,4
4795,0xc6f28739bc586de61aa12be718d541608363e18a,1,1,1,0,0,3
4796,0x0c8a521c90ac7fb5aab73f7ed84e4d0b39720d0b,1,1,1,1,0,4
4797,0x88a870b470cab9b58873ea0f7db198949cddc049,0,0,0,1,0,1
4798,0x2fa7e154249ba5da08d0e4712936d71bf4d78af5,0,0,0,1,0,1
4799,0x49ac58198a6c9a1e6dc1ecc945403089069da88c,1,1,1,1,0,4
4800,0xea6e06952e47d6b78a85a0bc7e980aac96ad90b8,1,1,0,1,0,3
4801,0x0b273a0d818f62e583c60825ef095189a21669eb,1,1,1,1,0,4
4802,0x685e09f3ceaf94f5eefccabddd53cdbf0310d316,1,1,1,0,0,3
4803,0x9a09648eabe64e91a8a8fc1867415ccdcf829efa,1,0,1,1,0,3
4804,0xb7053bda8a44f0fc6bea616316f47f560bdc4bdd,1,1,0,0,0,2
4805,0xe38e56a5009831f387ed0d4ec4fb043d63b42f5c,1,1,1,1,0,4
4806,0x5a00116ea18f7b1d06e5496c8938b0606000111c,1,1,1,1,0,4
4807,0xc972403d887199a8ea0d4bfbb638ae3adf2068c3,1,1,1,1,0,4
4808,0xffd80c1f5792d80af2ac42f9db21f40a8c82ef9e,1,0,1,1,0,3
4809,0xebd3909621f79468474d2ced9d3801229f41bf55,1,1,1,1,0,4
4810,0x377fc23cde1d875798386b26013f48fe8dc0118a,1,1,1,1,0,4
4811,0x603e168e989D3e0E14D166C560aAcc8B6Fc13672,0,0,0,0,0,0
4812,0x685e0d06aea403ea0ee346c027d0a5490daf8746,1,1,1,0,0,3
4813,0x91c7f37741f6e500e26e2b67b173e5b459c538a1,0,0,0,0,0,0
4814,0x89833e42f312aafaa36ecc39ad6989ab4c66a971,1,1,1,0,0,3
4815,0xf1264c3b0b80e393cf2145f4b4a28b4eda927bbc,1,1,1,1,0,4
4816,0x9959922615f9a4c7887acaf044ee296b29ba5ef8,1,1,1,0,0,3
4817,0x0cfc88e7f75a0b858d073dba56385785226fd269,1,1,1,0,0,3
4818,0xb9f87a3863f2711eaca00e882e88591d9780550a,1,0,0,0,0,1
4819,0xd34560aea79e5235242c54932ed987f3cfddb9d3,1,1,1,1,0,4
4820,0xa2964b09b31b8cff7c0187c1d5cba51176c6d3b7,1,1,1,1,0,4
4821,0xd42f49ca6fbda8b5232668d6c85161f3a7460c57,1,1,1,0,0,3
4822,0xa8ed7838001f90d28e90b4579eb1f72f41c51a27,1,1,1,0,0,3
4823,0x34f61ae6fd9070c81cb0518b42437d3ea0599859,1,0,1,0,0,2
4824,0xe42747c7a6a9eec37ebc29d8f2b06b94a7ee5c6c,1,1,1,1,0,4
4825,0x32f0b6cd4de8729618f3f685ccf423c0f5d54287,1,0,1,0,0,2
4826,0xff03bf428bead21f09e0c794fc2ec7f58f17df86,1,1,1,1,0,4
4827,0x16c30df542fcc6ac9d898f3b04ca06f88874f4dd,0,0,0,0,0,0
4828,0x5c095815e37a7aa32d849b3363b1d60e8dd8da21,0,0,0,0,0,0
4829,0x957af7de4838cb4fb653a06024ee639d2b415cab,1,1,1,1,0,4
4830,0x871465bf83c49976a2dd4b21d060623eec83f1be,1,1,0,0,0,2
4831,0x052fec78b693e210becc23b0c1063efe3403260c,0,0,0,0,0,0
4832,0xd40e66832d173e11ec02c076fe0eee0ab308b3be,0,0,1,0,0,1
4833,0x279d10e51dfbe5290d9cd045653ab9fcf644e268,1,1,1,1,6,6
4834,0x221b5a8da7eb1c0f8d38e9b341309858086932fb,1,1,1,1,0,4
4835,0xc53abac1569fc9b96e17fc264c71df844555c1c3,1,1,1,0,0,3
4836,0x930006d251f0a99800a3323397aba91e66a5775c,1,1,1,1,0,4
4837,0xBFF5cc32145b7fda0072ecE85bC3C1bEf3E68631,1,1,1,1,0,4
4838,0xd54a9682078cc5ea209eeeb9a61c1328e99f4a13,1,1,1,1,1,4
4839,0x0166541d28e480f92a89da571fcb422f220125df,1,0,1,1,0,3
4840,0x43caebce097c3c63c49c030a501c4e74e19a5784,1,1,1,1,0,4
4841,0x3b24423744633488fb13f8b02f48edd1b8268a1e,1,1,1,1,0,4
4842,0x0051eef942c555bd23ef2d4f04cfe324bd1dd1ca,1,1,1,1,0,4
4843,0xa6f9f161d3faebcc1a9287bcfac8d5aaeef48fa4,1,0,1,0,0,2
4844,0x2d1e45e507b1aa89cc40133cdd3551654ef65283,1,1,1,1,0,4
4845,0xc1939d1e5eb5d0b69f1306a499d5b189d87e57d0,1,1,1,1,0,4
4846,0x969cb6a03a1acc96bf186efd0a08571d97f12814,0,0,0,0,0,0
4847,0x7106d7f596137a3309f7ed2340dfae63678421c8,1,0,1,1,0,3
4848,0x30cfe8509c6aeb038238e102e1210a7e9446edc4,1,1,1,1,0,4
4849,0x720175cbd36a19321bdab1a327cd3946a7e18a80,1,1,1,1,0,4
4850,0x34b55d5dc48e0b78613c355cc627396c72edd92b,1,1,1,0,0,3
4851,0x904a84d82319f34b009a985ad627c2a46c86a368,1,1,1,1,0,4
4852,0xb91ddb1c79a2a06b4a1fa06e3dd16de8bf10a255,1,0,1,1,0,3
4853,0x224920619344f08ff759931aec8577762191287e,0,0,0,1,0,1
4854,0x8355ae4f18596b16dd36efe12e21be2196243874,1,1,1,1,0,4
4855,0x0b2f62264ff11b0625053d600b27974909d143fc,0,0,0,0,0,0
4856,0xb7ec8405c2bb7f5ae0c006b00d82e3c6925759f2,1,1,1,0,0,3
4857,0x65e55350f8405cd6a886e3eda8fe1f6eb3c61979,0,0,0,0,0,0
4858,0xec3f082ca7f8b9d0365681a3934c28279a4a98ef,1,0,0,0,0,1
4859,0xe62f2c9a8b02ead4a474419bcafe7527f57e3056,1,1,1,0,0,3
4860,0xce66d4a1db5a3a70a1bae7e41955b3d323a22f4b,0,0,0,0,0,0
4861,0xc3ca51077c310bdd7a5e7bc681d11ff9f95697cd,1,1,1,1,1,4
4862,0x368c291d45450a4ceb4ebe7e5d0e39843243a99d,0,0,0,0,0,0
4863,0xb337be63d0356abe852b191837dc709ce8ffbf41,1,1,1,1,0,4
4864,0xde7bd032e4031d7d1091eb099c5743d7ac9e222d,1,1,1,1,0,4
4865,0xf01d41b9f77928c874c14d921eec5cd665d92005,1,0,1,0,0,2
4866,0xe92c558ff019cc87c7bf3aa5ee9854708d0d6739,0,0,0,0,0,0
4867,0xac217587eb443691b4da61351de71adab7f4ae1c,0,0,1,0,0,1
4868,0x2889e5fb99250c3ceae419110b9c95f12b9f7beb,1,1,1,1,0,4
4869,0x4ef56a1f26667a6a1bb64b97fbb54b4f2d19752a,0,0,0,0,0,0
4870,0x0264128c52ad3ece048705ebeff51ccd605b064a,1,1,1,0,0,3
4871,0xab28a234acc8d90b51d09efcc221d6807c8a2ae3,1,1,1,0,0,3
4872,0x8158506083958a86ac3beac470a0ce906415370d,1,0,1,1,0,3
4873,0x507e94391af2b52c9498d4f2225ed45cef06aaf4,1,1,1,1,0,4
4874,0x6729f53c8cbcbdf05c10076118ac0f6014b9088d,1,1,1,0,0,3
4875,0x9b266723100ff2ff8ee88409d2c19bfe63838f3b,1,1,1,1,0,4
4876,0x43eb25c9d22b5ee9c255c71dcd5dce288f41bccf,1,1,1,1,0,4
4877,0x7cd3fd712858367738ff143a673d4dec94c09dbb,1,1,1,0,0,3
4878,0x739f72c342a859190db77b18c7fa28829c6c3ad4,1,1,1,1,0,4
4879,0xbb1677d53e2c20c73a460bc30d2e4a93af99ebf1,0,0,0,0,0,0
4880,0x5b630eafcfd588c3fd6e900a93ae8683df309eb0,1,0,1,1,0,3
4881,0x814ff7af6b8b77f5b6d342328ffd2eed608495c8,1,1,1,1,0,4
4882,0xf091480293a5a896e82f2259579affb9e74b9011,1,1,1,0,0,3
4883,0x4d78938355f7e864cef63216bf5ea38625ce31bc,0,0,1,0,0,1
4884,0x49EFF91e80767dA09e92931D9db18E34fbf7b900,0,0,0,0,0,0
4885,0x7dbdd356de737ec2682eb26cc0d1c7936b50b8a6,1,1,1,1,0,4
4886,0xf119699ff62fc6eae23e1ff79d5e427f02f9c087,1,1,1,0,0,3
4887,0x40198dE666182815637C274d11B3778615b7C64C,1,1,1,1,0,4
4888,0x24796a9b5cda5f6df8e1bcbaf536902770eb2f46,1,1,1,0,0,3
4889,0x930cdf08a8a5bd75a051b3b9f2da0da3c850124f,1,1,1,0,0,3
4890,0x9bda0f09cedf0edade0aa97c47f962c1378f9731,1,1,1,0,0,3
4891,0x90aec9fb78d6ff46600cfdba0080ca303868ca03,1,1,1,1,0,4
4892,0xd9ccaec19462489c920e892fcc222b392cc6dd99,1,1,1,1,0,4
4893,0xdddf5aeedb2d1fe1255c52682046c54e2ff8b329,1,1,1,1,0,4
4894,0x94d1d32fc1e0af64faab28b4fe93bebb264f566d,0,0,0,1,0,1
4895,0xe6e505466b935750b64a7c423dfbdf1662142653,1,1,1,0,0,3
4896,0x96e7cfcb8fe7f57420b20903966414ebc981959b,0,0,0,0,0,0
4897,0xe44f9fce09b644361b30fa0d2772d8484da22973,0,0,0,0,0,0
4898,0xed5834dea40eeb772765d2a38ddb4c7314eed9e1,1,1,1,1,0,4
4899,0x1fd121acde67aaf325553b43790511b71b90bea2,0,1,1,1,0,3
4900,0x5cb6ccd69a3e03331b623b9bfbb59b33282a4ec6,1,1,1,1,0,4
4901,0x2957f1a59e0b5da37fb481d49d236cabb032339a,1,1,1,0,0,3
4902,0x003ec047e57624149dedf4d4936656fa9c2b07df,1,1,1,0,0,3
4903,0x9ec02cf967d2790687eae3b400a7dd6a1558cb50,1,1,1,0,0,3
4904,0xd5e582a33b087380983bf4e3ce88b82550cbb007,1,1,1,1,0,4
4905,0x1de040ce78ea2b53af561f94cdedc1f7fcfc8690,1,1,1,1,0,4
4906,0x6c45a4386ad97ae6cba07bec9b1d9c90b2162bea,1,0,1,0,0,2
4907,0x8f9cd51dedfbf142c05f8647a4f9b7489532ab96,1,1,1,1,0,4
4908,0xec0c2a0a7c11f705e4911aaaf3d4ec4a2924b8ad,0,0,1,1,0,2
4909,0x585f6a45d3038ae5a2ac080bb59e05cde0f4c2f7,1,1,1,1,0,4
4910,0xa16fbc017d945a5221e7023c327a4abe75eb615d,1,1,1,1,0,4
4911,0x50a1f6005568204e4e15f9c99f2680f64774dafc,1,1,1,0,0,3
4912,0x5e5bacfabd5844409f8b5e1af2a104f3e8a6fc80,0,0,0,0,0,0
4913,0x2274a5197e2e83a5ec18d91313b71b48cb6239c8,1,1,1,1,0,4
4914,0xbab5a21811eeba83dcaf6493e4488d04a2394af5,1,0,0,0,0,1
4915,0x6bfb0640023c6aa5d8afc5962c46a53022627ffa,1,1,1,1,0,4
4916,0x07d6be48e40d925a7ad19dc898cd4f299a3cf22c,1,1,1,1,0,4
4917,0xc59f6c015732e2273b995631abe6aa121a0f892c,0,0,0,0,0,0
4918,0x7b67e96af400c35f49f775b6ccffcebed0c8b48f,1,0,1,0,0,2
4919,0x19fb68e69767b8e05c0bb74246047fbcf32e78ff,1,1,1,0,0,3
4920,0x1a894e3c81d088b34cffab41241dd70aa572ad7e,1,1,1,0,3,4
4921,0xa67efc30255a83520d0a422a81b5eb61675206d8,1,1,1,0,0,3
4922,0xbf98c374c323b29572ad0ffa1c1ffc69965e216d,1,1,1,0,0,3
4923,0x76fa594f83dcac9ab62f2a9b965788c8ff37eafd,1,1,1,1,0,4
4924,0x46c9ea4fb162afe975c7f3a6f776030bbd59ec53,1,1,1,0,0,3
4925,0xcd8275a7bb1fff0c031473b59412400bba23b28d,1,0,1,0,0,2
4926,0x0ea16444b905831c45326ef42b9e2c29e8eb32b9,1,1,1,0,0,3
4927,0x3adc29964d7ff46c7a3ecfc0b65ad12216607d93,1,0,0,0,0,1
4928,0x58aea15ddb08a9c78482c719a8b1c9f2525a1735,1,1,1,0,0,3
4929,0xfd851d94735ccd41b5cdf5938ce552cdce4a8959,1,1,1,1,0,4
4930,0xb10e8f27c0edeeb763853764cde6a327df8b95bc,1,1,1,0,0,3
4931,0xc3c1886b3abf225e14a1fa5e3928e2c223822921,1,0,1,1,0,3
4932,0xa7b22ac18383033250d6af3b150e812ae0e23a2b,1,1,1,1,0,4
4933,0xc3847b1f86c88baf7281de87e55ec0c12ebb9a0a,0,0,0,0,0,0
4934,0x2668c3286de6b1c83ac14ef6c3c16cf17afde1f8,1,1,1,0,0,3
4935,0x45c103673fe6c4af13d6a3affe77e66548e4d4e5,1,1,1,0,0,3
4936,0xf9563e9d201ffde5b11af91c8a387d189452a3f0,1,1,1,0,0,3
4937,0x1bb0c6d0198ed95f4c3223064ab89cd03d1fca5e,1,0,1,0,0,2
4938,0x34d1b942f5469bb9a68f8120075a41787a0dc4db,1,0,1,1,0,3
4939,0x40f48e42b61d986159c0c9827a23feb3127b7b6c,1,1,1,1,0,4
4940,0x3633767360f5739c84befb860ceafb191f6141e7,0,0,0,0,0,0
4941,0x8d207d98a0a298c365a30237f0831fc0222ab3b1,1,0,1,0,0,2
4942,0xc394df28be4e848e64acde473a6336e72780d688,1,1,1,0,0,3
4943,0x8d2a58a82a184bfe3d589b3c6549ca780ce4af50,1,1,1,0,0,3
4944,0x6a3e74593017f94de7634a0a8af72035f7259f0f,1,1,1,1,0,4
4945,0x63cb110d4d38877f9b443c5fdb528bc42de37a0c,1,1,1,1,0,4
4946,0xeeee719e6c09bd515dd5e4e351075301886dd486,1,1,1,0,0,3
4947,0x0000006ce3c33ab6e8e9ffdb7c51351fabb5fa85,0,0,0,0,0,0
4948,0xe485a9bd47663ff492ed8448ca0995ed7a20a41a,0,0,0,1,0,1
4949,0x2a30e5a6d81192e17224a374aa872b8a577e507d,1,1,1,0,0,3
4950,0xe81cfde5264fbf228db8ee208e4afcb3e029b217,1,0,1,1,0,3
4951,0x1761042b43590a755478d1325b6424885e6ab8b5,1,1,1,1,6,6
4952,0xca1427ec7b22b374320e86004b0edcb7fd7e6923,0,0,0,1,0,1
4953,0x6e91b46fa852ccf914e81ad48ac7b4c21fc7cced,1,1,1,0,0,3
4954,0x96354e9497f8927bd0333161d7d385cbf930dc1e,1,1,1,1,0,4
4955,0x2f611806902bd0e8057dc4bbcd5e8c322ddf49dc,1,0,1,1,1,3
4956,0xf9399fd6c191be2aaf3dcfb5fc2fde09aa291131,1,1,1,1,1,4
4957,0xa1cadffc9548ae83b86a852cc2499ac730c8f5e3,1,1,1,1,0,4
4958,0xb046b4b4ce05411924db7007cb8c3d21f77c098d,1,1,1,1,0,4
4959,0xc2d2e70f29913c8f7179934f5db377124e17383c,1,1,1,0,0,3
4960,0xcd42e42b7f80e460101dd30e1423b29f9a14f44f,1,1,1,0,0,3
4961,0x30d4dae56eeb08c0089736b7b5e7cc6dcd1244db,1,1,1,1,1,4
4962,0xfe1298ea00f69a6061613b26a303a618a53c2c3f,1,1,1,0,0,3
4963,0x8c75b5f989ba3866844db82cbd3dd789e639f22a,0,0,0,0,0,0
4964,0x773ee41af97b96b358ced1cae7b0c83fab0d819d,1,1,1,0,1,3
4965,0x3b8c9d955e85e64c1633a611f0b2510b7df1805b,0,0,0,0,0,0
4966,0xf7f14c56eda713249f95bf796772c38b07683ba1,0,0,0,0,0,0
4967,0xe3db21c9d189a7f72574e25260c082cc88920fa5,1,1,1,0,0,3
4968,0x9a3b18862b74fbe942a8df27cdcfab81cd54f0f0,0,0,0,0,0,0
4969,0xb6e4e573198ed63d5c0ca68b7fd3c18f5655a6b3,0,0,1,1,0,2
4970,0xfe3f33f61d1e066633505c1e1c77a655f58c3ac0,1,1,1,1,0,4
4971,0xe6709f8771b03f392a73325e420d01469a71e948,0,0,0,0,0,0
4972,0x2ace33e42dbe2c81127eaeb51f7bb82270e3cfcf,0,0,0,1,0,1
4973,0x2b3a7ce08aaab549a0c41be3d766d44330f0a37f,1,1,1,1,0,4
4974,0xbcd63436486c39fd2a3f8719ef8080ef0e56797b,1,1,1,0,11,6
4975,0x96e3955ea09a923d3c979f1ef24d1295e8ea3e94,0,0,1,0,0,1
4976,0x001e7764a1a3d6db44a6b5a208577a03f303a94c,1,1,1,1,0,4
4977,0x97de1a50a408905eb6d2061c248ffcb571a6f47d,1,0,1,0,0,2
4978,0x3a6b54998a60c40b4a69e0b35cd0365234a92397,1,0,1,1,0,3
4979,0x927f798dc591c11bfb41bf5abd18076f16cafde1,1,1,1,1,0,4
4980,0x044a7c5744550d7f9593dd7b1efb76cf3fdefbac,1,1,1,1,0,4
4981,0xa94d057744d5734cf483e55708482b784ee3c5dd,1,1,1,0,0,3
4982,0xcf0f78b3182ba19960e70a6f69e5bfcdd20f19c3,0,0,0,0,0,0
4983,0xe659c60147f2dd3266b7c24f6d15661c7c31df35,0,0,0,1,0,1
4984,0x16d0cfd7460267c231e36fb94433e706e5a0e5e3,0,0,0,0,0,0
4985,0x63b5f23a983d0b78f1a3bbf7f556ec7d0fdfe986,1,1,1,1,0,4
4986,0x2d26d1237cfd9a53a498c4cb3b4c4f62108aa919,1,0,1,1,15,8
4987,0xe012648cfb4bec6bb6f58e0501d1744d2a5904d0,0,0,0,0,0,0
4988,0x87227ae1a3ebfec048fb61f0bd6004c608f26229,0,0,0,0,0,0
4989,0xdd19a81d3634d5ee622309a68855f16ac40454a6,1,1,1,1,0,4
4990,0xab0e9aebff7def079730f4d5f6c6d051a3dea70a,0,0,0,0,0,0
4991,0x6d5b1ebe6e9f3d93fa75fcfb6909f6768c84d692,1,1,1,0,0,3
4992,0x1fffa1a008f952f87dfd49c0805c8a39d48a5cdf,1,1,1,1,0,4
4993,0x23dcdfdb804f364e8afda84b928d6b0c0edd654e,1,0,1,1,0,3
4994,0x150808278317a74866ad2bdc86875f61c34701e6,0,0,0,0,0,0
4995,0x77d059dbf7e4e5334b9b7f5fc2c55709c9869288,0,0,0,1,0,1
4996,0x16c4133b2349f7dc099dec6bda09e189b6d9f733,0,0,1,1,0,2
4997,0xee93a41af3342bdf630211870e8ff238f7d86d37,1,1,1,0,0,3
4998,0x097a03ba41660ad8382c59bbd6ca7b14b66617c2,1,1,1,1,0,4
4999,0x3cff14baf7a10115adcb44b727a63f94a34b1858,0,1,1,1,0,3
5000,0xb18fec2b81120e94d5a409d1910818f0506af775,1,1,1,0,0,3
5001,0xf5b0dfe3167726cd164d74774b2ccda79626ec92,1,1,1,1,1,4
5002,0x4c1d5fe6dba77e975d4a5aa702a5c7a6f3870711,1,1,1,1,0,4
5003,0xb14c58a88f170a471e325c0d0dce6dd770f93eb9,1,0,0,0,0,1
5004,0x0799cf9710b62c5a63d2ad8d06545c6b66910b8f,1,0,1,1,0,3
5005,0xdb4cc63a9fb42d7717b9474d3614e18fd2d18ecc,1,0,0,0,0,1
5006,0x4A7cD8193bA2977c6Bb1eDF22EAB587FC7034173,1,1,1,1,0,4
5007,0x8a023894a73d44fdbc2c27ce8734fc5843033855,0,0,0,0,0,0
5008,0x6025b363611582dd806140a804f3b037ba3da757,0,0,0,0,0,0
5009,0xe90b867f7ea257c7eea3f691a36462861e7c0eda,0,0,0,0,0,0
5010,0x2bc62c4a5563fd4d387ec1eb1d69c292e1a7215c,1,1,1,0,0,3
5011,0xedebc144329ab89d20a96b0db1b4b30f49b47639,1,1,1,0,0,3
5012,0x66971b505158b74bbebac028d6519924a6822563,1,1,1,1,8,6
5013,0x7c7cf029018613cd58e60f75ed55a70c8011d6f7,1,1,1,1,0,4
5014,0x4067cc0fb8e611901f9d50c80ff66e0715e3dc81,1,1,1,1,0,4
5015,0xc55312d124be5851de45f0c4c3b01252946274d3,1,1,1,0,0,3
5016,0x87d5a33a606ca66ff9d10141954c9ddec69363ce,1,1,1,0,0,3
5017,0xe029cb49abb47ff3009e2ac987d7f1c1c7b13ea8,1,1,1,1,1,4
5018,0x097f5c72d5517bb08ef0117293b2a98dedfd1e87,1,1,1,1,0,4
5019,0xe72b1c6fdbd2ed01de53ae41d07b3802a42afd71,1,1,1,1,0,4
5020,0x9d87980e58100680dced66c37c6cdd914a871c20,1,1,1,0,0,3
